candidate,name_key,state,party,cycles,strength
"bumgarner, ben",ben bumgarner,TX,r,1,-4.154313094688744
BEN CARPENTER,ben carpenter,AK,r,1,-30.24840409399276
"connell, ben",ben connell,SC,r,1,-50.58382788874077
BEN DAVIS,ben davis,MN,r,1,-6.121571909237392
"denucci, ben",ben denucci,MN,d,1,3.964732104951578
BEN DESMIDT,ben desmidt,WI,d,1,-0.3071182076008876
"diamond, ben",ben diamond,FL,d,1,30.309961245920643
"edtl, ben",ben edtl,OR,r,2,-13.982376795065306
"frederick, ben",ben frederick,MI,r,1,4.996690731745577
"gilmore, ben",ben gilmore,AR,r,1,35.06446467988157
"gregg, ben",ben gregg,DE,r,1,-3.4568917385625575
"hanson, ben",ben hanson,ND,d,1,-7.4575352881032515
"janloo, ben m",ben janloo,OK,r,1,-3.607301409568784
"keathley, ben",ben keathley,MO,r,2,-9.10080137905181
BEN KINLAW,ben kinlaw,SC,r,1,4.268232258151999
"koppelman, ben",ben koppelman,ND,r,2,-1.9232563197173955
"marcus, ben",ben marcus,FL,d,1,0.018464720477846086
"massey, ben",ben massey,NC,d,2,0.6399784709773497
"mcgorty, ben",ben mcgorty,CT,r,2,-13.22589444316233
BEN MING,ben ming,NH,d,1,-13.23206563817032
"moss, ben",ben moss,NC,r,2,-23.869821330507115
"murray, ben",ben murray,WI,d,2,-3.94467149228511
BEN POPE,ben pope,CO,d,1,6.020746765303564
BEN PRESCOTT,ben prescott,NH,r,1,22.266061825373438
"queen, ben",ben queen,WV,r,1,38.12193922115053
"robbins, ben",ben robbins,AL,r,1,-12.837774455077188
BEN RUIZ,ben ruiz,IN,r,1,-16.082808506776956
"sanchez, ben",ben sanchez,PA,d,1,1.8352452648867512
"schneider, ben",ben schneider,WV,d,1,25.42399224167211
"schwanke, ben",ben schwanke,MN,r,1,-7.729596966843843
BEN SHAFER,ben shafer,HI,d,1,-14.583808253355667
BEN SMALTZ,ben smaltz,IN,r,1,-5.010839726198043
"swanson, ben",ben swanson,WV,d,1,0.14407540886926995
BEN TOEWS,ben toews,ID,r,1,1.6824216730108752
"toma, ben",ben toma,AZ,r,2,-46.05767733262373
"vig, ben",ben vig,ND,d,1,1.9362214614757036
YVETTE BENARROCH,benarroch yvette,FL,r,1,-5.138028747580162
MARJORIE BENBOW,benbow marjorie,NC,d,1,-0.8966531753361071
"bendavid, merav",bendavid merav,WY,d,1,-13.910394515896169
"bender, curt",bender curt,FL,r,1,-3.0444520686017995
"bender, fredrick",bender fredrick,SD,d,1,-0.7450122895398437
SCOTT H BENDETT,bendett scott,NY,r,1,22.804099740665247
"bendixen, kurt a",bendixen kurt,IA,r,1,-0.28144169014617937
SCOTT BENEDETTO ECCLESTON,benedetto eccleston scott,ME,r,1,6.0506858289743235
"benedetto, michael r",benedetto michael,NY,d,3,3.2985943929179697
BENEE' HUDSON,benee hudson,KS,r,1,1.5825792009176993
MARY WILLIAMS BENEFIELD,benefield mary williams,GA,r,1,-2.482090384198031
"benham, jessica l",benham jessica,PA,d,1,-2.712230888049838
"benish, shellie",benish shellie,WI,r,1,-20.93921104368358
"benitez, ricardo a",benitez ricardo,CA,r,1,22.909634798946254
"benitezthompson, teresa",benitezthompson teresa,NV,d,1,0.13589812080120467
"benjamin, brian a",benjamin brian,NY,d,1,0.8723708896533111
"brooks, benjamin",benjamin brooks,GA,r,1,-2.5903184058074658
"brooks, benjamin",benjamin brooks,MD,d,1,2.6262315591602814
BENJAMIN D CHAFETZ,benjamin chafetz,ID,r,1,1.5323853583318474
"chipman, benjamin m",benjamin chipman,ME,d,1,5.4943931599556635
"collings, benjamin t",benjamin collings,ME,d,1,19.452649801170892
"donovanchafetz, benjamin",benjamin donovanchafetz,ID,r,1,4.793535133663308
"dunn, benjamin",benjamin dunn,SC,r,1,-16.090145108462366
BENJAMIN FRANKLIN,benjamin franklin,WI,r,1,-0.992239862774855
BENJAMIN FRIERSON SANDLIN,benjamin frierson sandlin,FL,d,1,-5.8787761734006825
"hagin, benjamin",benjamin hagin,MO,d,1,1.3353556072207908
"hymes, benjamin c",benjamin hymes,ME,r,2,-0.8001072970244856
"kramer, benjamin f",benjamin kramer,MD,d,1,1.4819634209870216
"lee, benjamin",benjamin lee,ID,d,1,-3.3828119012329267
BENJAMIN MCCALL,benjamin mccall,OH,d,1,-2.944395175301807
"sakai, benjamin",benjamin sakai,HI,r,1,4.232337446140811
BENJAMIN V SANCHEZ,benjamin sanchez,PA,d,1,0.06618343317984454
BENJAMIN SCHAUER,benjamin schauer,IA,d,1,-3.653305919756278
"smaltz, benjamin c",benjamin smaltz,IN,r,1,-1.248526744284959
"smith, benjamin",benjamin smith,SC,d,1,-4.270790487998099
"watt, benjamin",benjamin watt,IL,r,1,-1.0087373182223018
"watts, benjamin",benjamin watts,OR,d,1,-16.266086974319446
"waxman, benjamin r",benjamin waxman,PA,d,1,3.460015719127867
CINDY L BENNETT,bennett cindy,NH,r,1,-5.193790231605533
"bennett, daniel",bennett daniel,WV,d,1,28.110236465366828
JASON BENNETT,bennett jason,CT,d,1,-33.205891271161185
"bennett, jason d",bennett jason,WI,d,1,1.3172780244290259
JOHN L BENNETT,bennett john,NY,r,1,-7.410840045183242
"bennett, joy",bennett joy,OH,d,1,-2.7171882236877067
"bennett, ken",bennett ken,AZ,r,1,-3.0063335946375034
"lapides, bennett h",bennett lapides,TN,d,1,-5.955320466800281
"bennett, lin",bennett lin,SC,r,1,3.1600590924798944
"bennett, linda",bennett linda,NC,d,2,-4.542536742597335
"bennett, liz",bennett liz,IA,d,1,3.957578393380466
"bennett, lyn",bennett lyn,MT,r,2,35.19747989297612
PEGGY BENNETT,bennett peggy,MN,r,1,-8.26120955389537
"bennett, richard a",bennett richard,ME,r,3,-14.629972168202976
"bennett, scott m",bennett scott,IL,d,1,0.9161029171544648
"bennett, sean",bennett sean,SC,r,1,-2.789241791688994
"bennett, steve",bennett steve,CA,d,3,0.034806557605312115
"bennett, sylvia l",bennett sylvia,GA,d,1,-10.605594527523309
"misalucha, bennette",bennette misalucha,HI,d,1,-26.28915145313011
"bennettspears, michael",bennettspears michael,AR,d,1,4.590900373164132
"cook, bennie",bennie cook,MO,r,2,-1.7173489995652673
"deskins, bennie",bennie deskins,KY,d,1,5.5382175065779435
"benninghoff, kerry a",benninghoff kerry,PA,r,2,5.672253558622568
"bennington, bruce",bennington bruce,GA,r,1,-17.02221273079035
"bennion, gay l",bennion gay,UT,d,2,20.97885339122518
GAY LYNN BENNION,bennion gay lynn,UT,d,1,3.776968164152702
"floresyrigollen, benny",benny floresyrigollen,TX,r,1,3.385886871975586
"shendo, benny, jr",benny shendo,NM,d,1,1.212303949319967
DAVID BENSON,benson david,KS,d,1,-9.074070707373302
"benson, jane",benson jane,WI,d,2,-18.928274567639356
JEFFREY BENSON,benson jeffrey,MT,d,1,-4.729066601773418
"benson, michelle",benson michelle,MN,r,1,-16.949030116266336
"bentley, greg",bentley greg,HI,r,1,23.028676569595653
MARY BENTLEY,bentley mary,AR,r,1,2.9232533797566305
BRAD BENTON,benton brad,WA,r,1,-1.9424469436998721
"benton, chris",benton chris,GA,d,2,-14.969611633961717
"benton, harry",benton harry,IL,d,3,-7.207587556087248
"sawrey, benton",benton sawrey,NC,r,2,-0.7652059381320697
"benton, thomas h (tommy)",benton thomas tommy,GA,r,1,-9.069928039111083
"benton, titus",benton titus,TX,d,1,-10.390828204383254
LELAND BENWOOD H BOHANNON,benwood bohannon leland,NM,r,1,-1.5217917080061731
"benyak, kathleen j",benyak kathleen,PA,d,1,-4.2354593290015
"benzinger, susan",benzinger susan,WV,d,1,1.0396874326545493
"beppler, tim",beppler tim,WY,d,1,11.29541426913373
"beran, eileen",beran eileen,IA,d,1,-6.501485483265434
PAUL BERCH,berch paul,NH,d,1,-1.9382105916380628
"berch, steve",berch steve,ID,d,2,3.047616583070469
JIM BERES,beres jim,IA,d,1,-3.1807156848478915
"berfield, kim",berfield kim,FL,r,1,-11.222725764556127
"KIMBERLY ""KIM"" BERFIELD",berfield kim kimberly,FL,r,1,-2.4432109309440193
KAELA BERG,berg kaela,MN,d,1,-1.88703072495181
"berg, karen",berg karen,KY,d,1,0.08119856178908336
"bergan, michael",bergan michael,IA,r,2,5.562577824326834
"berge, emily",berge emily,WI,d,1,12.982858737885586
"berger, cate",berger cate,OH,d,1,-33.90416413023641
"berger, jacqualine g",berger jacqualine,NY,d,1,-32.65573913046916
JONATHAN M BERGER,berger jonathan,NC,d,1,-1.379413661114505
"berger, philip e (phil)",berger phil philip,NC,r,2,10.890267840506361
"berger, ryan c",berger ryan,WY,r,1,11.29541426913373
SAM BERGER,berger sam,NY,d,1,22.47893239336505
DAN BERGERON,bergeron dan,NH,d,1,-31.6943372116829
"bergeron, dion",bergeron dion,IN,r,2,6.493196793963734
HEATHER JEAN BERGHMANS,berghmans heather jean,NM,d,1,-2.5662468867825794
BRIAN BERGKAMP,bergkamp brian,KS,r,1,2.3691301435531003
"berglee, seth",berglee seth,MT,r,1,-35.824868908318024
"bergquist, emil m",bergquist emil,KS,r,2,-1.2955120063046746
"bergquist, steve",bergquist steve,WA,d,2,11.334402116962192
"bergstrom, donna",bergstrom donna,MN,r,1,45.308886572006536
IAN JOSEPH BERGSTROM,bergstrom ian joseph,NY,r,1,6.443933232391149
"bergstrom, james h",bergstrom james,MT,r,1,5.302916187957763
GADISA BERKESSA,berkessa gadisa,MN,d,1,-8.141337679322923
"berland, susan a",berland susan,NY,d,1,-9.827938642953375
JEFFREY D BERLIN,berlin jeffrey,NH,r,1,33.6101651671609
"berman, lori",berman lori,FL,d,2,16.778519698479112
"berman, marc",berman marc,CA,d,2,-2.8816338017726437
"berman, ryan",berman ryan,MI,r,1,15.308089477159081
"hansen, bernadette",bernadette hansen,OR,d,1,-9.222398614805428
"holzer, bernadette",bernadette holzer,MO,d,2,-3.2173489995652673
BERNADETTE E STROUD,bernadette stroud,NY,r,1,12.752394286303826
"bernal, danny m, jr",bernal danny,NM,d,1,-5.082351042037553
STACY BERNAL,bernal stacy,UT,d,1,0.3270374233174653
"bernanl, diego",bernanl diego,TX,d,1,0.6581297199195504
"fensterwald, bernard (bernie)",bernard bernie fensterwald,FL,d,1,-11.222725764556127
"bernard, catherine s",bernard catherine,GA,r,2,-7.250949686550424
BERNARD CHARLES SAUER,bernard charles sauer,PA,r,1,2.5174852672747345
"hawkins, bernard a",bernard hawkins,RI,d,3,0.06917247651992724
"moody, bernard",bernard moody,WA,r,2,-3.5128724593591354
"murphy, bernard w",bernard murphy,CA,r,1,-4.293691795666541
"paradis, bernard",bernard paradis,ME,d,1,-13.099903927235758
"bernard, patricia",bernard patricia,MI,d,1,-4.562334475361816
"sauer, bernard c",bernard sauer,PA,r,1,4.803153875121453
"bernard, susan",bernard susan,ME,r,2,4.24401976864805
"willis, bernard",bernard willis,OH,r,2,-1.1135585556676482
"bernauer, fantasia r",bernauer fantasia,MO,d,1,-16.644364905560163
"berne, cindy",berne cindy,MO,d,2,-0.7845227985499519
"jackson, berneda w",berneda jackson,NY,r,3,2.8346122336997865
JENNIFER BERNET,bernet jennifer,NH,d,1,-2.3096386861922795
"bernett, tracey",bernett tracey,CO,d,2,-7.877003408577384
"parkhurst, bernie",bernie parkhurst,ND,d,1,-5.8356748059532535
BERNIE PERRYMAN,bernie perryman,MN,r,1,-6.074963723044546
"satrom, bernie",bernie satrom,ND,r,1,12.014495371732291
"bernier, edgar (ej)",bernier edgar ej,FL,d,1,25.799469561796258
JIM BERNS,berns jim,OH,r,1,2.4194537317455485
"bernstein, beth e",bernstein beth,SC,d,1,11.206035143752757
"jacques, berny",berny jacques,FL,r,2,-2.4145365695413057
CHRIS BERONIO,beronio chris,DE,r,1,-8.151270642989454
BRYCE BERRY,berry bryce,GA,d,1,-9.560572947004758
"berry, justin",berry justin,TX,r,1,-24.077453409296112
"berry, laurine",berry laurine,NY,r,1,6.850057347909797
LIZ BERRY,berry liz,WA,d,1,3.424686433611768
"berry, mark h",berry mark,AR,r,1,-8.634065965113294
RODNEY BERRY,berry rodney,SC,r,1,15.472121940761474
SABRINA BERRY,berry sabrina,NC,d,1,-0.4457274989862814
"berry, seth a",berry seth,ME,d,1,0.843460994096036
"berry, stan",berry stan,AR,r,1,-8.735063490531203
"berryment, christopher s",berryment christopher,ME,d,1,-98.56633021160945
"kobayashi, bertrand (bert)",bert bertrand kobayashi,HI,d,1,7.3171768016080065
"gurr, bert",bert gurr,NV,r,1,-5.552823336181781
"johnson, bert",bert johnson,WA,r,1,20.848331281386788
"vandyke, bert",bert vandyke,MI,d,1,1.9257432402567076
"berthel, eric c",berthel eric,CT,r,3,-5.55721019206906
TIM BERTMAN,bertman tim,PA,r,1,5.256131991141153
"bertoglio, marta",bertoglio marta,MT,r,2,-3.688475432607195
"bertone, frank",bertone frank,NH,r,1,-0.5492163094591263
ROBERT G BERTRAND,bertrand robert,NH,r,1,-0.9613850879801262
PAUL R BERUBE,berube paul,NH,r,1,-2.4096828709141054
BERYL BROWN PICCOLANTONIO,beryl brown piccolantonio,OH,d,1,-3.5416569837447405
BESA SHARRAH,besa sharrah,OH,r,1,-0.5881138371267056
"beson, timothy",beson timothy,MI,r,3,-1.0312560783356215
"besse, dan",besse dan,NC,d,1,7.597180942487931
"bessert, kassandra",bessert kassandra,WA,d,1,-18.185345958698576
"best, brian",best brian,IA,r,1,-13.392016170460096
"betancourt, elizabeth l",betancourt elizabeth,CA,d,1,-5.037871583431269
"bigham, beth",beth bigham,OH,r,2,4.988156343057629
"camp, beth",beth camp,GA,r,1,-23.31813618056095
MARY BETH CANTY,beth canty mary,IL,d,1,-2.0867175261961
BETH CLIFF,beth cliff,CT,d,1,-11.80842533114971
"daranciang, beth",beth daranciang,WA,r,2,-9.192454198938606
"doglio, beth",beth doglio,WA,d,1,-4.53510126179696
"drew, beth",beth drew,WI,r,1,1.0585653227100913
BETH GARDNER HELFRICH,beth gardner helfrich,NC,d,1,1.8663769606546423
"griffin, beth",beth griffin,MI,r,1,11.980979314748883
BETH GRUBB,beth grubb,MO,d,1,1.1857945055687082
MARY BETH IMES,beth imes mary,KY,r,1,10.105031530413324
"lear, beth",beth lear,OH,r,2,0.7449101628280967
BETH LEONARD,beth leonard,WI,d,1,-8.34584573820456
"liston, beth",beth liston,OH,d,3,-13.005904139162555
MARY BETH WALSH,beth mary walsh,NY,r,1,-14.459759354262957
"mason, beth",beth mason,AR,r,1,2.0722125463366368
"mazza, beth a",beth mazza,PA,r,2,-4.601582765328229
"mcgillrizer, beth",beth mcgillrizer,MI,d,1,14.05204153918126
"meyers, beth",beth meyers,WI,d,1,20.291317958018517
"miller, beth e",beth miller,NM,r,1,1.1721755706075072
"moore, beth",beth moore,GA,d,1,-51.37466530650401
"oconnor, beth a",beth oconnor,ME,r,1,-15.988165511573415
"oneil, beth",beth oneil,IL,r,1,-1.0226858504145966
BETH M QUIMBY,beth quimby,VT,r,1,-23.632561089619294
BETH RICHARDS,beth richards,NH,d,1,1.7375052409411644
"shaw, beth",beth shaw,NC,d,1,5.503570496697591
BETH SIBERT,beth sibert,MT,d,1,4.446574757125937
"spell, beth e",beth spell,OR,d,1,-5.325730531678275
"workman, beth",beth workman,OH,d,1,4.524498390579211
"calvertwanberg, bethanie",bethanie calvertwanberg,MT,r,2,44.96969739109537
"hatch, bethany",bethany hatch,TX,r,1,2.7266972017887383
"soye, bethany",bethany soye,SD,r,3,-17.46088680059124
"finch, bethney q",bethney finch,PA,r,1,10.248738471271514
BETSEY LASISTER,betsey lasister,KS,d,1,-9.797439980092904
"coffia, betsy",betsy coffia,MI,d,2,-5.243009994127267
"scanlin, elizabeth (betsy)",betsy elizabeth scanlin,MT,d,1,-35.824868908318024
"fogle, betsy",betsy fogle,MO,d,3,0.6666096100165051
"holland, betsy",betsy holland,GA,d,3,-7.840764564199927
"kraat, betsy",betsy kraat,NY,d,1,-10.198008143901898
"rader, betsy",betsy rader,OH,d,1,-18.356099895093855
BETTENCORT,bettencort,TX,r,1,-5.8789476948739186
"betteridge, william (bill)",betteridge bill william,MO,d,1,11.295637275153709
"bettes, donnie",bettes donnie,MI,d,1,-19.171912721263006
STACY L BETTISON,bettison stacy,MN,r,1,-9.681774251005457
BETTY L DHUYVETTER,betty dhuyvetter,ND,d,1,5.097114609342825
"obregon, betty g",betty obregon,NY,r,1,14.57654475794326
"price, betty",betty price,GA,r,1,1.5756590163610302
"sheats, bettyann w",bettyann sheats,ME,d,3,-15.562168066574529
BEVERLY FROSLIE JOHNSON,beverly froslie johnson,SD,d,1,-29.23529256672909
"gossage, beverly",beverly gossage,KS,r,2,0.41762039541421014
"mcdermottpiazza, beverly",beverly mcdermottpiazza,IN,d,1,-5.670129069817399
"pingerelli, beverly",beverly pingerelli,AZ,r,3,-38.57512448021591
"uhlenhake, beverly b",beverly uhlenhake,ME,d,1,-24.294021021843456
"beyus, christopher",beyus christopher,CT,r,1,10.207296440422239
"bezotte, robert j",bezotte robert,MI,r,2,-33.04124529965924
KAMAL BHACHU,bhachu kamal,WA,r,1,-0.8460685955858445
"bhakta, pratik",bhakta pratik,NC,r,1,20.919596884422454
"bham, farzeen a",bham farzeen,NY,d,1,-16.896021289487415
"bhandari, harry (hb)",bhandari harry hb,MD,d,1,-0.8779810921025231
"bhandarkar, sarita",bhandarkar sarita,NY,d,1,-4.491192622815429
"bhojani, salman",bhojani salman,TX,d,1,-3.580444454092934
"crockam, bianca l",bianca crockam,KY,d,1,-5.923256855501521
BIANCA VIRNIG,bianca virnig,MN,d,1,-8.921239458690042
"tinklenberg, bianka m",bianka tinklenberg,IN,d,1,-6.218548022142642
LEO BIASIUCCI,biasiucci leo,AZ,r,1,-12.046490034642375
BRUCE BICKFORD,bickford bruce,ME,r,1,-5.580903317285317
"bickimer, tom",bickimer tom,KS,r,1,-11.027389254888767
BIDAL DURAN JR,bidal duran,MN,r,1,3.1461262723606125
"bieber, larry",bieber larry,ID,d,1,1.777627010489276
"biedermann, kyle",biedermann kyle,TX,r,1,-12.86984794458931
KENDRA BIEGALSKI,biegalski kendra,GA,r,1,-2.0444537897309587
"bienz, michael",bienz michael,IN,d,1,-11.23903655217585
"bierlein, matthew",bierlein matthew,MI,r,2,-5.054959016213321
ROBERT BIERMAN,bierman robert,MN,d,1,-0.019732267231294287
"bigea, petra",bigea petra,WA,r,1,-2.94392160559012
PATRICK BIGGINS,biggins patrick,CT,d,1,3.3450676287114973
"biggs, brian",biggs brian,NC,r,2,-0.7802912817683527
"bigham, karla",bigham karla,MN,d,1,8.424704037486482
CLAUDIA BIGLER,bigler claudia,UT,d,1,-1.6562463264861904
"bignell, mark",bignell mark,MI,d,1,-0.4832896145958756
BIL LEPP,bil lepp,WV,d,1,-7.297743900731941
"bilbrayaxelrod, shannon",bilbrayaxelrod shannon,NV,d,2,-1.4207798315363043
"cowsert, bill s (bill)",bill bill cowsert,GA,r,2,-4.803371070432982
"hitchens, bill w (bill)",bill bill hitchens,GA,r,1,0.06892757963099783
"bloom, lewis (bill)",bill bloom lewis,KS,r,1,-3.796846416712377
"bolton, bill",bill bolton,NH,d,2,15.442609082153659
"boyce, bill",bill boyce,WA,r,1,-11.837602216753496
BILL BOYD,bill boyd,NH,r,1,-6.356052551380856
BILL BRADSHAW,bill bradshaw,AR,d,1,-6.196492957072721
"brannon, bill",bill brannon,TX,d,1,-2.134010357134237
"brown, bill",bill brown,SC,d,1,-8.666265967216304
"bruch, bill",bill bruch,WA,r,1,-6.0860013175163274
CARL BILL ROOP,bill carl roop,WV,r,1,8.487156008171057
WILLIAM BILL CLYBURN,bill clyburn william,SC,d,1,5.853670156859147
"WILLIAM ""BILL"" CONERLY",bill conerly william,FL,r,1,-2.9567917940324975
BILL COWSERT,bill cowsert,GA,r,1,-7.590902964536802
"cunningham, bill",bill cunningham,IL,d,1,7.10583962896505
BILL DAHN,bill dahn,MN,r,1,2.732593929872049
"dean, bill",bill dean,OH,r,1,-3.330415907021269
"demora, bill",bill demora,OH,d,1,12.780131248976708
"dodd, bill",bill dodd,CA,d,1,3.3546642006965115
"eigel, bill",bill eigel,MO,r,1,-6.453782238929795
"essayli, bill",bill essayli,CA,r,2,-3.433614791513894
"falkner, bill",bill falkner,MO,r,2,-8.95570591576218
BILL FANNING,bill fanning,NH,d,1,-13.283182154067287
BILL FARMER,bill farmer,ID,d,1,0.36133609732615923
"ferguson, bill",bill ferguson,MD,d,1,6.879919552082043
BILL FLANIGAN,bill flanigan,WV,r,1,-0.6700975731805343
"folden, william (bill)",bill folden william,MD,r,1,-10.109494021807983
BILL GABLER,bill gabler,NH,r,1,0.5291256072226886
"gannon, bill",bill gannon,NH,r,3,-1.735382255021974
"gustoff, bill",bill gustoff,IA,r,2,5.570153385407068
"hager, bill",bill hager,SC,r,2,-4.667879042451022
BILL HAMMOND,bill hammond,KS,d,1,-8.112904859320292
"hansell, bill",bill hansell,OR,r,1,-18.06475243210207
"hardwick, bill",bill hardwick,MO,r,2,-3.8834161330457704
"hartman, william g (bill)",bill hartman william,WV,d,1,68.61581975650401
"WILLIAM ""BILL"" HARVEY",bill harvey william,VT,r,1,0.37434278778474095
"heisse, bill",bill heisse,MO,r,1,5.601452594428794
"henderson, bill",bill henderson,WY,r,2,-5.360651654957701
BILL HERBKERSMAN,bill herbkersman,SC,r,1,-9.180559218131851
BILL HODGES,bill hodges,MT,r,1,20.82987064399434
"hutton, bill",bill hutton,KS,d,1,-4.035385670740907
"johnson, bill",bill johnson,AK,d,1,-44.85881731527991
"kennemer, bill",bill kennemer,OR,r,1,-13.487242341341686
"kidd, bill e",bill kidd,MO,r,1,-14.749448471478098
"kimler, bill",bill kimler,SC,d,2,-2.8805978366586444
"lamb, bill",bill lamb,AL,r,1,-7.368360188828483
"leake, bill",bill leake,ID,d,1,-24.999788209770834
"levine, bill",bill levine,TN,d,1,-9.724258805863439
"lieske, bill",bill lieske,MN,r,1,-0.6957263843481467
"loughrige, bill",bill loughrige,AZ,r,2,-1.1758286252963472
BILL LUCAS,bill lucas,MO,r,1,1.6050119247841295
BILL MARSH,bill marsh,NH,d,1,-8.895550653720042
"mcaleb, bill",bill mcaleb,CO,r,1,-24.375059612067396
"mercer, bill",bill mercer,MT,r,3,-25.5335758526099
"meyer, bill 2",bill meyer,KS,d,1,6.633911936208342
BILL REGER-NASH,bill nash reger,WV,d,1,-1.4433785447208187
"obrien, bill",bill obrien,KY,d,1,-4.529828859561004
BILL OHM,bill ohm,NH,r,1,-4.947017498648742
"WILLIAM ""BILL"" PETER OLEAR",bill olear peter william,AZ,d,1,-23.365497733818046
"otto, bill",bill otto,MO,d,1,7.392770014714388
"owen, bill",bill owen,MO,r,2,9.131513828897237
BILL PARTINGTON,bill partington,FL,r,1,-1.515974427303199
